Product Code, Unit Cost , Quantity,Product Variant, Expiry
8806173420315," 61,337 ",24,,12/31/2019
8806173438822," 70,099 ",24,,12/31/2019
8806173422081," 54,964 ",12,,12/31/2019
8806173424665," 78,861 ",24,,12/31/2019
8806173433230," 70,099 ",8,,12/31/2019
8806173436477," 78,861 ",16,,12/31/2019
8806173423781," 52,574 ",24,,12/31/2019
8806173422074," 54,964 ",12,,12/31/2019
8806173422838," 61,337 ",24,,12/31/2019
8806173433728," 199,145 ",24,,12/31/2019
8806173438808," 78,861 ",24,,12/31/2019
8806173433261," 70,099 ",8,,12/31/2019
8806173423798," 52,574 ",2,,12/31/2019
8806173423804," 52,574 ",2,,12/31/2019
8806173424153," 134,622 ",24,,12/31/2019
8806173418961," 47,795 ",24,,12/31/2019
8806173437054," 79,658 ",8,,12/31/2019
8806173418954," 47,795 ",24,,12/31/2019
8806173433742," 262,871 ",12,,12/31/2019
8806173440962," 100,369 ",8,,12/31/2019
8806173438303," 26,287 ",12,,12/31/2019
8806173435760," 79,658 ",8,,12/31/2019
8806173418985," 47,795 ",12,,12/31/2019
8806173422067," 54,964 ",12,,12/31/2019
8806173414123," 43,812 ",12,,12/31/2019
8806173433360," 95,589 ",12,,12/31/2019
8806173427314," 95,589 ",9,,12/31/2019
8806173436507," 62,930 ",8,,12/31/2019
