Product Code, Unit Cost , Quantity,Product Variant, Expiry
8806173420377," 35,049 ",5316,,12/31/2019
8806173416929," 7,576 ",480,,12/31/2019
8806173416998," 7,576 ",1240,,12/31/2019
8806173418015," 78,861 ",288,,12/31/2019
8806173414123," 43,812 ",48,,12/31/2019
8806173437153," 15,542 ",240,,12/31/2019
8806173437191," 15,542 ",120,,12/31/2019
8806173437238," 15,542 ",120,,12/31/2019
8806173425808," 23,897 ",80,,12/31/2019
8806173437207," 15,542 ",120,,12/31/2019
8806173424368," 35,846 ",40,,12/31/2019
8806173424870," 15,932 ",300,,12/31/2019
8806173438297," 26,287 ",24,,12/31/2019
8806173437214," 15,542 ",120,,12/31/2019
8806173416974," 7,576 ",480,,12/31/2019
8806173423552," 52,574 ",48,,12/31/2019
8806173425600," 61,337 ",36,,12/31/2019
8806173417094," 7,576 ",480,,12/31/2019
8806173438914," 35,049 ",108,,12/31/2019
8806173437221," 15,542 ",120,,12/31/2019
8806173417049," 7,576 ",480,,12/31/2019
8806173424436," 39,829 ",80,,12/31/2019
8806173421633," 63,726 ",36,,12/31/2019
8806173437245," 15,542 ",120,,12/31/2019
8806173424894," 27,880 ",180,,12/31/2019
8806173439041," 35,049 ",36,,12/31/2019
8806173417025," 7,576 ",600,,12/31/2019
8806173417032," 7,576 ",600,,12/31/2019
8806173417063," 7,576 ",480,,12/31/2019
8806173417100," 7,576 ",480,,12/31/2019
8806173425686," 86,827 ",36,,12/31/2019
8806173416967," 7,576 ",480,,12/31/2019
8806173416981," 7,576 ",600,,12/31/2019
8806173431892," 23,897 ",60,,12/31/2019
8806173424344," 23,897 ",80,,12/31/2019
8806173424351," 35,846 ",80,,12/31/2019
8806173417018," 7,576 ",600,,12/31/2019
8806173424887," 3,983 ",400,,12/31/2019
8806173416219," 70,099 ",48,,12/31/2019
8806173441990," 39,032 ",160,,12/31/2019
8806173439652," 61,337 ",144,,12/31/2019
8806173425815," 23,897 ",80,,12/31/2019
